long_common_name_query_terms_count_diff,long_common_name_similarity_diff,component_query_terms_count_diff,component_similarity_diff,system_query_terms_count_diff,system_similarity_diff,property_query_terms_count_diff,property_similarity_diff,label
-1,-0.2031259742250407,1,0.0,-1,-0.1801410360588515,0,0.0,1
1,0.2031259742250407,-1,0.0,1,0.1801410360588515,0,0.0,-1
-1,-0.2001868212372592,1,0.0,-1,-0.1801410360588515,0,0.0,1
1,0.2001868212372592,-1,0.0,1,0.1801410360588515,0,0.0,-1
-1,-0.1937413670817769,1,0.0,-1,-0.1801410360588515,0,0.0,1
1,0.1937413670817769,-1,0.0,1,0.1801410360588515,0,0.0,-1
-1,-0.1758776707363961,0,0.0,-1,-0.2569942436543546,0,0.0,1
1,0.1758776707363961,0,0.0,1,0.2569942436543546,0,0.0,-1
-1,-0.1739363820995454,1,0.0,-1,-0.1801410360588515,0,0.0,1
1,0.1739363820995454,-1,0.0,1,0.1801410360588515,0,0.0,-1
-1,-0.1706044446789767,0,0.0,-1,-0.1801410360588515,0,0.0,1
1,0.1706044446789767,0,0.0,1,0.1801410360588515,0,0.0,-1
-1,-0.169255503983715,0,0.0,-1,-0.1801410360588515,0,0.0,1
1,0.169255503983715,0,0.0,1,0.1801410360588515,0,0.0,-1
-1,-0.1566771828063972,0,0.0,-1,-0.1801410360588515,0,0.0,1
1,0.1566771828063972,0,0.0,1,0.1801410360588515,0,0.0,-1
-1,-0.1558350658779263,1,0.0,-1,-0.1801410360588515,0,0.0,1
1,0.1558350658779263,-1,0.0,1,0.1801410360588515,0,0.0,-1
-1,-0.1506953738731321,1,0.0,-1,-0.1801410360588515,0,0.0,1
1,0.1506953738731321,-1,0.0,1,0.1801410360588515,0,0.0,-1
-1,-0.1489656600389545,1,0.0,-1,-0.1801410360588515,0,0.0,1
1,0.1489656600389545,-1,0.0,1,0.1801410360588515,0,0.0,-1
-1,-0.1423827552289367,0,0.0,-1,-0.1801410360588515,0,0.0,1
1,0.1423827552289367,0,0.0,1,0.1801410360588515,0,0.0,-1
-1,-0.1396189442351372,0,0.0,-1,-0.1801410360588515,0,0.0,1
1,0.1396189442351372,0,0.0,1,0.1801410360588515,0,0.0,-1
-1,-0.1396189442351371,0,0.0,-1,-0.1801410360588515,0,0.0,1
1,0.1396189442351371,0,0.0,1,0.1801410360588515,0,0.0,-1
-1,-0.1371734717623152,0,0.0,-1,-0.1801410360588515,0,0.0,1
1,0.1371734717623152,0,0.0,1,0.1801410360588515,0,0.0,-1
-1,-0.1345052616436543,0,0.0,-1,-0.1801410360588515,0,0.0,1
1,0.1345052616436543,0,0.0,1,0.1801410360588515,0,0.0,-1
-1,-0.1320748861158871,1,0.0,-1,-0.1801410360588515,0,0.0,1
1,0.1320748861158871,-1,0.0,1,0.1801410360588515,0,0.0,-1
-1,-0.1294505253378166,0,0.0,-1,-0.1801410360588515,0,0.0,1
1,0.1294505253378166,0,0.0,1,0.1801410360588515,0,0.0,-1
-1,-0.102724821535684,0,0.0,-1,-0.1801410360588515,0,0.0,1
1,0.102724821535684,0,0.0,1,0.1801410360588515,0,0.0,-1
-1,-0.1016370960060737,1,0.0,-1,-0.1801410360588515,0,0.0,1
1,0.1016370960060737,-1,0.0,1,0.1801410360588515,0,0.0,-1
0,-0.0817832199299055,1,0.0,0,0.0,0,0.0,1
0,0.0817832199299055,-1,0.0,0,0.0,0,0.0,-1
0,-0.0817832199299055,1,0.0,0,0.0,0,0.0,1
0,0.0817832199299055,-1,0.0,0,0.0,0,0.0,-1
0,-0.0767868489912938,1,0.0,0,0.0,0,0.0,1
0,0.0767868489912938,-1,0.0,0,0.0,0,0.0,-1
0,-0.0736987328218618,1,0.0,0,0.0,0,0.0,1
0,0.0736987328218618,-1,0.0,0,0.0,0,0.0,-1
0,-0.0709833307422306,1,0.0,0,0.0,0,0.0,1
0,0.0709833307422306,-1,0.0,0,0.0,0,0.0,-1
0,-0.0699795701235715,1,0.0,0,0.0,0,0.0,1
0,0.0699795701235715,-1,0.0,0,0.0,0,0.0,-1
0,-0.0650935414718296,1,0.0,-1,0.0,0,0.0,1
0,0.0650935414718296,-1,0.0,1,0.0,0,0.0,-1
0,-0.0630216293876294,1,0.0,0,0.0,0,0.0,1
0,0.0630216293876294,-1,0.0,0,0.0,0,0.0,-1
0,-0.0619723520402283,1,0.0,0,0.0,0,0.0,1
0,0.0619723520402283,-1,0.0,0,0.0,0,0.0,-1
0,-0.0548780007427842,1,0.0,0,0.0,0,0.0,1
0,0.0548780007427842,-1,0.0,0,0.0,0,0.0,-1
0,-0.054744595089326,1,0.0,0,0.0,0,0.0,1
0,0.054744595089326,-1,0.0,0,0.0,0,0.0,-1
0,-0.0539541554936876,1,0.0,0,0.0,0,0.0,1
0,0.0539541554936876,-1,0.0,0,0.0,0,0.0,-1
0,-0.0528485800364712,1,0.0,0,0.0,0,0.0,1
0,0.0528485800364712,-1,0.0,0,0.0,0,0.0,-1
-1,-0.0517059900309294,-1,0.0,0,0.0,0,0.0,1
1,0.0517059900309294,1,0.0,0,0.0,0,0.0,-1
0,-0.0487001179559571,0,0.0,0,0.0,0,0.0,1
0,0.0487001179559571,0,0.0,0,0.0,0,0.0,-1
0,-0.0395088644178814,1,0.0,0,0.0,0,0.0,1
0,0.0395088644178814,-1,0.0,0,0.0,0,0.0,-1
0,-0.0293776665796071,0,0.0,0,0.0,0,0.0,1
0,0.0293776665796071,0,0.0,0,0.0,0,0.0,-1
0,-0.0291782988134117,1,0.0,0,0.0,0,0.0,1
0,0.0291782988134117,-1,0.0,0,0.0,0,0.0,-1
1,0.0,1,0.0,0,0.0,0,0.0,1
-1,0.0,-1,0.0,0,0.0,0,0.0,-1
1,0.0,1,0.0,0,0.0,0,0.0,1
-1,0.0,-1,0.0,0,0.0,0,0.0,-1
0,0.0,0,0.0,0,0.0,0,0.0,1
0,0.0,0,0.0,0,0.0,0,0.0,-1
0,0.0,0,0.0,0,0.0,0,0.0,1
0,0.0,0,0.0,0,0.0,0,0.0,-1
1,0.0,1,0.0,0,0.0,0,0.0,1
-1,0.0,-1,0.0,0,0.0,0,0.0,-1
0,0.0,0,0.0,0,0.0,0,0.0,1
0,0.0,0,0.0,0,0.0,0,0.0,-1
0,0.0,1,0.0,-1,-0.1801410360588515,-1,0.0,1
0,0.0,-1,0.0,1,0.1801410360588515,1,0.0,-1
0,0.0,0,0.0,0,0.0,0,0.0,1
0,0.0,0,0.0,0,0.0,0,0.0,-1
0,0.0,0,0.0,0,0.0,0,0.0,1
0,0.0,0,0.0,0,0.0,0,0.0,-1
0,0.0,0,0.0,0,0.0,0,0.0,1
0,0.0,0,0.0,0,0.0,0,0.0,-1
-1,-0.18100581600493526,0,0.0,-1,-0.262381232999269,0,0.0,1
1,0.18100581600493526,0,0.0,1,0.262381232999269,0,0.0,-1
-1,-0.2577432166599151,0,0.0,0,-0.262381232999269,0,0.0,1
1,0.2577432166599151,0,0.0,0,0.262381232999269,0,0.0,-1
0,-0.003180312647465988,0,0.20852938124686388,1,0.0,0,0.0,1
0,0.003180312647465988,0,-0.20852938124686388,-1,0.0,0,0.0,-1
-1,-0.433212008923554,-1,-0.5057737028830255,-1,-0.262381232999269,0,0.0,1
1,0.433212008923554,1,0.5057737028830255,1,0.262381232999269,0,0.0,-1
0,-0.17864910491110486,-1,-0.2972443216361616,0,0.0,0,0.0,1
0,0.17864910491110486,1,0.2972443216361616,0,0.0,0,0.0,-1
0,-0.10337686808499308,-1,-0.5057737028830255,0,0.0,0,0.0,1
0,0.10337686808499308,1,0.5057737028830255,0,0.0,0,0.0,-1
0,-0.08088927960717546,-1,-0.2310820727048718,0,0.0,0,0.0,1
0,0.08088927960717546,1,0.2310820727048718,0,0.0,0,0.0,-1
0,-0.04808221957704489,0,0.0,-1,-0.3660505887161585,0,0.0,1
0,0.04808221957704489,0,0.0,1,0.3660505887161585,0,0.0,-1
0,-0.04808221957704489,0,0.0,-1,-0.3660505887161585,0,0.0,1
0,0.04808221957704489,0,0.0,1,0.3660505887161585,0,0.0,-1
0,-0.02845011430663169,0,0.0,-1,-0.3660505887161585,0,0.0,1
0,0.02845011430663169,0,0.0,1,0.3660505887161585,0,0.0,-1
0,-0.01633128559757857,0,0.0,-1,-0.3660505887161585,0,0.0,1
0,0.01633128559757857,0,0.0,1,0.3660505887161585,0,0.0,-1
0,-0.005684260278869091,0,0.0,-1,-0.3660505887161585,0,0.0,1
0,0.005684260278869091,0,0.0,1,0.3660505887161585,0,0.0,-1
0,-0.0017506368960492624,0,0.0,-1,-0.3660505887161585,0,0.0,1
0,0.0017506368960492624,0,0.0,1,0.3660505887161585,0,0.0,-1
-2,-0.6468730948062678,0,-0.5057737028830255,-1,-0.262381232999269,0,0.0,1
2,0.6468730948062678,0,0.5057737028830255,1,0.262381232999269,0,0.0,-1
-1,-0.3923101907938187,0,-0.2972443216361616,0,0.0,0,0.0,1
1,0.3923101907938187,0,0.2972443216361616,0,0.0,0,0.0,-1
-1,-0.3170379539677069,0,-0.5057737028830255,0,0.0,0,0.0,1
1,0.3170379539677069,0,0.5057737028830255,0,0.0,0,0.0,-1
-1,-0.2945503654898893,0,-0.2310820727048718,0,0.0,0,0.0,1
1,0.2945503654898893,0,0.2310820727048718,0,0.0,0,0.0,-1
-1,-0.2617433054597587,1,0.0,-1,-0.3660505887161585,0,0.0,1
1,0.2617433054597587,-1,0.0,1,0.3660505887161585,0,0.0,-1
-1,-0.2617433054597587,1,0.0,-1,-0.3660505887161585,0,0.0,1
1,0.2617433054597587,-1,0.0,1,0.3660505887161585,0,0.0,-1
-1,-0.2421112001893455,1,0.0,-1,-0.3660505887161585,0,0.0,1
1,0.2421112001893455,-1,0.0,1,0.3660505887161585,0,0.0,-1
-1,-0.2299923714802924,1,0.0,-1,-0.3660505887161585,0,0.0,1
1,0.2299923714802924,-1,0.0,1,0.3660505887161585,0,0.0,-1
-1,-0.2193453461615829,1,0.0,-1,-0.3660505887161585,0,0.0,1
1,0.2193453461615829,-1,0.0,1,0.3660505887161585,0,0.0,-1
-1,-0.21541172277876308,1,0.0,-1,-0.3660505887161585,0,0.0,1
1,0.21541172277876308,-1,0.0,1,0.3660505887161585,0,0.0,-1
-1,-0.18817387576623348,1,0.0,-1,-0.3660505887161585,0,0.0,1
1,0.18817387576623348,-1,0.0,1,0.3660505887161585,0,0.0,-1
-1,-0.1840706056001079,1,0.0,-1,-0.3660505887161585,0,0.0,1
1,0.1840706056001079,-1,0.0,1,0.3660505887161585,0,0.0,-1
0,-0.17177963486000258,0,-0.2763078445436629,0,0.0,0,0.0,1
0,0.17177963486000258,0,0.2763078445436629,0,0.0,0,0.0,-1
-1,-0.1563547269460463,1,0.0,-1,-0.3660505887161585,0,0.0,1
1,0.1563547269460463,-1,0.0,1,0.3660505887161585,0,0.0,-1
-1,-0.1527487828027984,1,0.0,-1,-0.3660505887161585,0,0.0,1
1,0.1527487828027984,-1,0.0,1,0.3660505887161585,0,0.0,-1
-1,-0.1484344535183482,1,0.0,-1,-0.3660505887161585,0,0.0,1
1,0.1484344535183482,-1,0.0,1,0.3660505887161585,0,0.0,-1
-1,-0.12043084354780409,0,-0.2334476581297704,0,0.0,0,0.0,1
1,0.12043084354780409,0,0.2334476581297704,0,0.0,0,0.0,-1
0,-0.1178470492597084,0,-0.2763078445436629,0,0.0,0,0.0,1
0,0.1178470492597084,0,0.2763078445436629,0,0.0,0,0.0,-1
0,-0.1077103422085312,0,-0.2305632575094243,0,0.0,0,0.0,1
0,0.1077103422085312,0,0.2305632575094243,0,0.0,0,0.0,-1
0,-0.06438426368387029,1,0.0,-1,-0.3660505887161585,0,0.0,1
0,0.06438426368387029,-1,0.0,1,0.3660505887161585,0,0.0,-1
0,-0.043520011778412,0,-0.3703128391773403,0,0.0,0,0.0,1
0,0.043520011778412,0,0.3703128391773403,0,0.0,0,0.0,-1
0,-0.018837004311948596,0,0.0,0,0.0,0,0.0,1
0,0.018837004311948596,0,0.0,0,0.0,0,0.0,-1
0,-0.014282629675976391,1,0.0,0,0.0,0,0.0,1
0,0.014282629675976391,-1,0.0,0,0.0,0,0.0,-1
0,-0.011041558934442391,0,0.0,0,0.0,0,0.0,1
0,0.011041558934442391,0,0.0,0,0.0,0,0.0,-1
0,-0.008807492739668701,1,0.0,0,0.0,0,0.0,1
0,0.008807492739668701,-1,0.0,0,0.0,0,0.0,-1
0,-0.007857959566071201,1,0.0,0,0.0,0,0.0,1
0,0.007857959566071201,-1,0.0,0,0.0,0,0.0,-1
0,-0.005775239303276697,1,0.0,0,0.0,0,0.0,1
0,0.005775239303276697,-1,0.0,0,0.0,0,0.0,-1
0,-0.0049838405711272946,0,0.0,0,0.0,0,0.0,1
0,0.0049838405711272946,0,0.0,0,0.0,0,0.0,-1
0,-0.0021089051805330966,0,0.0,0,0.0,0,0.0,1
0,0.0021089051805330966,0,0.0,0,0.0,0,0.0,-1
0,-0.003373646805508501,0,0.0,1,0.3057859216282411,0,0.0,1
0,0.003373646805508501,0,0.0,-1,-0.3057859216282411,0,0.0,-1
0,-0.0010753237407198912,-1,-0.2007358680395656,1,0.3057859216282411,0,0.0,1
0,0.0010753237407198912,1,0.2007358680395656,-1,-0.3057859216282411,0,0.0,-1
0,-0.03703255097984201,0,0.0,1,0.3057859216282411,0,0.0,1
0,0.03703255097984201,0,0.0,-1,-0.3057859216282411,0,0.0,-1
0,-0.0347342279150534,-1,-0.2007358680395656,1,0.3057859216282411,0,0.0,1
0,0.0347342279150534,1,0.2007358680395656,-1,-0.3057859216282411,0,0.0,-1
0,-0.029096850523043213,0,0.0,0,0.0,0,0.0,1
0,0.029096850523043213,0,0.0,0,0.0,0,0.0,-1
0,-0.025449974692344904,0,0.0,0,0.08660177161216429,0,0.0,1
0,0.025449974692344904,0,0.0,0,-0.08660177161216429,0,0.0,-1
0,-0.02508812467323901,0,0.0,0,0.0,0,0.0,1
0,0.02508812467323901,0,0.0,0,0.0,0,0.0,-1
0,-0.02360690502530491,0,0.0,0,0.0,0,0.0,1
0,0.02360690502530491,0,0.0,0,0.0,0,0.0,-1
0,-0.013348065936695713,0,0.0,0,0.0,0,0.0,1
0,0.013348065936695713,0,0.0,0,0.0,0,0.0,-1
0,-0.011802276126932812,0,0.0,0,0.0,0,0.0,1
0,0.011802276126932812,0,0.0,0,0.0,0,0.0,-1
0,-0.007895955239234712,-1,-0.2007358680395656,1,0.3057859216282411,0,0.0,1
0,0.007895955239234712,1,0.2007358680395656,-1,-0.3057859216282411,0,0.0,-1
0,-0.002851663280183811,-1,-0.1675027204190381,1,0.3057859216282411,0,0.0,1
0,0.002851663280183811,1,0.1675027204190381,-1,-0.3057859216282411,0,0.0,-1
0,-0.001358974220407802,0,0.0,0,0.0,0,0.0,1
0,0.001358974220407802,0,0.0,0,0.0,0,0.0,-1
